ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
1201	utoaztecan-PimaDeOnavas-6_old-1	utoaztecan-PimaDeOnavas	OLD	old	kɨli	kɨli	k ɨ l i	utoaztecan-6_old-6	616	1 7 5 7	AXBZ	KILI	26	26.K.C 26.I.V 26.L.C 26.I.V	2.0 1.5 1.75 0.8	kɨli	0	2854
1345	utoaztecan-NorthernTepehuan-6_old-1	utoaztecan-NorthernTepehuan	OLD	old	culi	culi	ts u l i	utoaztecan-6_old-6	616	2 7 5 7	AXBZ	CYLI	22	22.C.C 22.Y.V 22.L.C 22.I.V	2.0 1.5 1.75 0.8	tsuli	0	2854
1346	utoaztecan-NorthernTepehuan-6_old-2	utoaztecan-NorthernTepehuan	OLD	old	alcùli	alcùli	a l ts u l i	utoaztecan-6_old-6	616	7 5 2 7 5 7	XMBYBZ	ALCYLI	22	22.A.V 22.L.c 22.C.C 22.Y.V 22.L.C 22.I.V	1.5 1.1 1.75 1.3 1.75 0.8	altsuli	0	2854
1494	utoaztecan-NorthernPaiute-6_old-1	utoaztecan-NorthernPaiute	OLD	old	mua-	mua-	m u a	utoaztecan-6_old-1	6	4 7 7	AXZ	MYA	21	21.M.C 21.Y.V 21.A.V	2.0 1.5 0.8	mua	0	2852
1653	utoaztecan-Opata-6_old-1	utoaztecan-Opata	OLD	old	oze	oze	o z e	utoaztecan-6_old-7	705	7 3 7	XBZ	USE	23	23.U.V 23.S.C 23.E.V	1.5 1.75 0.8	oze	0	2842
1654	utoaztecan-Opata-6_old-2	utoaztecan-Opata	OLD	old	daguat	daguat	d a g u a t		706	1 7 1 7 7 1	AXBYYN	TAKYAT	23	23.T.C 23.A.V 23.K.C 23.Y.V 23.A.V 23.T.c	2.0 1.5 1.75 1.3 1.3 0.8	daguat	0	2863
1793	utoaztecan-Eudeve-6_old-1	utoaztecan-Eudeve	OLD	old	dotzi	dotzi	d o t z i	utoaztecan-6_old-7	705	1 7 1 3 7	AXBCZ	TUTSI	10	10.T.C 10.U.V 10.T.C 10.S.C 10.I.V	2.0 1.5 1.75 1.5 0.8	dotzi	0	2842
1942	utoaztecan-Guarijio-6_old-1	utoaztecan-Guarijio	OLD	old	ocíru-me	ocíru-me	o ts i r u + m e	utoaztecan-6_old-9	810	7 2 7 5 7 9 4 7	XBYBZ_AX	UCIRY_ME	12	12.U.V 12.C.C 12.I.V 12.R.C 12.Y.V 12._._ 12.M.C 12.E.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	otsiru+me	0	2844
2068	utoaztecan-Tarahumara-6_old-1	utoaztecan-Tarahumara	OLD	old	océra-me	océra-me	o ts e r a + m e	utoaztecan-6_old-9	810	7 2 7 5 7 9 4 7	XBYBZ_AX	UCERA_ME	34	34.U.V 34.C.C 34.E.V 34.R.C 34.A.V 34._._ 34.M.C 34.E.V	1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	otsera+me	0	2844
2208	utoaztecan-Tubar-6_old-1	utoaztecan-Tubar	OLD	old	camu-	camu-	ts a m u	utoaztecan-6_old-15	869	2 7 4 7	AXBZ	CAMY	35	35.C.C 35.A.V 35.M.C 35.Y.V	2.0 1.5 1.75 0.8	tsamu	0	2867
2209	utoaztecan-Tubar-6_old-2	utoaztecan-Tubar	OLD	old	samo-	samo-	s a m o	utoaztecan-6_old-15	869	3 7 4 7	AXBZ	SAMU	35	35.S.C 35.A.V 35.M.C 35.U.V	2.0 1.5 1.75 0.8	samo	0	2881
2364	utoaztecan-Mayo-6_old-1	utoaztecan-Mayo	OLD	old	yúuwa	yúuwa	j uː w a	utoaztecan-6_old-7	705	6 7 6 7	AXBZ	JYWA	19	19.J.C 19.Y.V 19.W.C 19.A.V	2.0 1.5 1.75 0.8	juːwa	0	2851
2495	utoaztecan-Yaqui-6_old-1	utoaztecan-Yaqui	OLD	old	yoo	yoo	j oː	utoaztecan-6_old-7	705	6 7	AX	JU	37	37.J.C 37.U.V	2.0 1.5	joː	0	2869
2637	utoaztecan-Cora-6_old-1	utoaztecan-Cora	OLD	old	váuhsi	váuhsi	v ai h s i		951	3 7 3 3 7	AXMBZ	BAHSI	8	8.B.C 8.A.V 8.H.c 8.S.C 8.I.V	2.0 1.5 1.1 1.75 0.8	vaihsi	0	2840
2638	utoaztecan-Cora-6_old-2	utoaztecan-Cora	OLD	old	vástaʔa	vástaʔa	v a s t a ʔ a	utoaztecan-6_old-17	952	3 7 3 1 7 1 7	AXMBYBZ	BASTAHA	8	8.B.C 8.A.V 8.S.c 8.T.C 8.A.V 8.H.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	vastaʔa	0	2874
2771	utoaztecan-Huichol-6_old-1	utoaztecan-Huichol	OLD	old	rací	rací	r a ts i	utoaztecan-6_old-18	1006	5 7 2 7	AXBZ	RACI	14	14.R.C 14.A.V 14.C.C 14.I.V	2.0 1.5 1.75 0.8	ratsi	0	2846
2927	utoaztecan-ClassicalAztec-6_old-1	utoaztecan-ClassicalAztec	OLD	old	weeweʔ	weeweʔ	w eː w e ʔ	utoaztecan-6_old-5	488	6 7 6 7 1	AXBYN	WEWEH	5	5.W.C 5.E.V 5.W.C 5.E.V 5.H.c	2.0 1.5 1.75 1.3 0.8	weːweʔ	0	2837
3065	utoaztecan-Pannamint-6_old-1	utoaztecan-Pannamint	OLD	old	pɨai	pɨai	p ɨ ai	utoaztecan-6_old-2	1109	1 7 7	AXZ	PIA	24	24.P.C 24.I.V 24.A.V	2.0 1.5 0.8	pɨai	0	2856
3202	utoaztecan-AztecTetelcingo-6_old-1	utoaztecan-AztecTetelcingo	OLD	old	soltiik	soltiik	s o l t iː k	utoaztecan-6_old-8	1137	3 7 5 1 7 1	AXMBYN	SULTIK	1	1.S.C 1.U.V 1.L.c 1.T.C 1.I.V 1.K.c	2.0 1.5 1.1 1.75 1.3 0.8	soltiːk	0	2834
3203	utoaztecan-AztecTetelcingo-6_old-2	utoaztecan-AztecTetelcingo	OLD	old	bieben-	bieben-	b i e b e n	utoaztecan-6_old-5	488	1 7 7 1 7 4	AXYBYN	PIEPEN	1	1.P.C 1.I.V 1.E.V 1.P.C 1.E.V 1.N.c	2.0 1.5 1.3 1.75 1.3 0.8	bieben	0	2871
3343	utoaztecan-AztecZacapoaxtla-6_old-1	utoaztecan-AztecZacapoaxtla	OLD	old	soltik	soltik	s o l t i k	utoaztecan-6_old-8	1137	3 7 5 1 7 1	AXMBYN	SULTIK	2	2.S.C 2.U.V 2.L.c 2.T.C 2.I.V 2.K.c	2.0 1.5 1.1 1.75 1.3 0.8	soltik	0	2834
3344	utoaztecan-AztecZacapoaxtla-6_old-2	utoaztecan-AztecZacapoaxtla	OLD	old	weewet	weewet	w eː w e t	utoaztecan-6_old-5	488	6 7 6 7 1	AXBYN	WEWET	2	2.W.C 2.E.V 2.W.C 2.E.V 2.T.c	2.0 1.5 1.75 1.3 0.8	weːwet	0	2837
3470	utoaztecan-Pipil-6_old-1	utoaztecan-Pipil	OLD	old	čuleh	čuleh	tʃ u l e h	utoaztecan-6_old-19	1167	1 7 5 7 3	AXBYN	TYLEH	27	27.T.C 27.Y.V 27.L.C 27.E.V 27.H.c	2.0 1.5 1.75 1.3 0.8	tʃuleh	0	2859
3613	utoaztecan-SoutheasternTepehuan-6_old-1	utoaztecan-SoutheasternTepehuan	OLD	old	jagɨt'	jagɨt'	dʒ a g ɨ tˀ	utoaztecan-6_old-20	1186	1 7 1 7 1	AXBYN	TAKIT	31	31.T.C 31.A.V 31.K.C 31.I.V 31.T.c	2.0 1.5 1.75 1.3 0.8	dʒagɨtˀ	0	2863
3729	utoaztecan-Kitanemuk-6_old-1	utoaztecan-Kitanemuk	OLD	old	7uvihat	7uvihat	ʔ u v i h a t	utoaztecan-6_old-11	217	1 7 3 7 3 7 1	AXBYBYN	HYBIHAT	17	17.H.C 17.Y.V 17.B.C 17.I.V 17.H.C 17.A.V 17.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	ʔuvihat	0	2849
3876	utoaztecan-Kiowa-6_old-1	utoaztecan-Kiowa	OLD	old	eil-	eil-	ei l	utoaztecan-6_old-22	1247	7 5	XN	EL	16	16.E.V 16.L.c	1.5 0.8	eil	0	2848
3990	utoaztecan-SanJuanPuebloTewa-6_old-1	utoaztecan-SanJuanPuebloTewa	OLD	old	kayyee	kayyee	k a j ee	utoaztecan-6_old-21	1329	1 7 6 7	AXBZ	KAJE	28	28.K.C 28.A.V 28.J.C 28.E.V	2.0 1.5 1.75 0.8	kajee	0	2860
4111	utoaztecan-ShoshoniGosiute-6_old-1	utoaztecan-ShoshoniGosiute	OLD	old	pɨai	pɨai	p ɨ ai	utoaztecan-6_old-2	1109	1 7 7	AXZ	PIA	30	30.P.C 30.I.V 30.A.V	2.0 1.5 0.8	pɨai	0	2856
4243	utoaztecan-Comecrudo-6_old-1	utoaztecan-Comecrudo	OLD	old	akna	akna	a k n a		1403	7 1 4 7	XBCZ	AKNA	7	7.A.V 7.K.C 7.N.C 7.A.V	1.5 1.75 1.5 0.8	akna	0	2839
4244	utoaztecan-Comecrudo-6_old-2	utoaztecan-Comecrudo	OLD	old	gnáx	gnáx	g n a x		1404	1 4 7 3	ACXN	KNAG	7	7.K.C 7.N.C 7.A.V 7.G.c	2.0 1.5 1.5 0.8	gnax	0	2839
4245	utoaztecan-Comecrudo-6_old-3	utoaztecan-Comecrudo	OLD	old	pat	pat	p a t		1405	1 7 1	AXN	PAT	7	7.P.C 7.A.V 7.T.c	2.0 1.5 0.8	pat	0	2883
4246	utoaztecan-Comecrudo-6_old-4	utoaztecan-Comecrudo	OLD	old	piliép	piliép	p i l i e p		1406	1 7 5 7 7 1	AXBYYN	PILIEP	7	7.P.C 7.I.V 7.L.C 7.I.V 7.E.V 7.P.c	2.0 1.5 1.75 1.3 1.3 0.8	piliep	0	2885
4394	utoaztecan-Comanche-6_old-1	utoaztecan-Comanche	OLD	old	cuku-	cuku-	ts u k u	utoaztecan-6_old-3	1549	2 7 1 7	AXBZ	CYKY	6	6.C.C 6.Y.V 6.K.C 6.Y.V	2.0 1.5 1.75 0.8	tsuku	0	2838
4523	utoaztecan-Zuni-6_old-1	utoaztecan-Zuni	OLD	old	lhashshi	lhashshi	l̥ a ʃː i		1567	5 7 3 7	AXBZ	LASI	38	38.L.C 38.A.V 38.S.C 38.I.V	2.0 1.5 1.75 0.8	l̥aʃːi	0	2846
4650	utoaztecan-Kawaiisu-6_old-1	utoaztecan-Kawaiisu	OLD	old	hu(ʔ)iʔekweepɨ	huiʔekweepɨ	h ui ʔ e kʷ eː p ɨ		1691	3 7 1 7 1 7 1 7	AXBYBYBZ	HYHEKEPI	15	15.H.C 15.Y.V 15.H.C 15.E.V 15.K.C 15.E.V 15.P.C 15.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	huiʔekʷeːpɨ	0	2847
4651	utoaztecan-Kawaiisu-6_old-2	utoaztecan-Kawaiisu	OLD	old	hɨɨjʔekweepɨ	hɨɨjʔekweepɨ	h ɨː dʒˀ e kʷ eː p ɨ		1692	3 7 1 7 1 7 1 7	AXBYBYBZ	HITEKEPI	15	15.H.C 15.I.V 15.T.C 15.E.V 15.K.C 15.E.V 15.P.C 15.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	hɨːdʒˀekʷeːpɨ	0	2847
4652	utoaztecan-Kawaiisu-6_old-3	utoaztecan-Kawaiisu	OLD	old	7ii-ty-	7ii-ty-	ʔ iː + tʲ	utoaztecan-6_old-4	1693	1 7 9 1	AX_A	HI_T	15	15.H.C 15.I.V 15._._ 15.T.C	2.0 1.5 0.0 2.0	ʔiː+tʲ	0	2884
4795	utoaztecan-Chemehuevi-6_old-1	utoaztecan-Chemehuevi	OLD	old	ɨittɨ-ppɨwV	ɨittɨ-ppɨwV	ɨi tː ɨ + pː ɨ w	utoaztecan-6_old-4	1693	7 1 7 9 1 7 6	XBZ_AXN	ITI_PIW	4	4.I.V 4.T.C 4.I.V 4._._ 4.P.C 4.I.V 4.W.c	1.5 1.75 0.8 0.0 2.0 1.5 0.8	ɨitːɨ+pːɨw	0	2836
4931	utoaztecan-SouthernPaiute-6_old-1	utoaztecan-SouthernPaiute	OLD	old	iï	iï	i ɨ	utoaztecan-6_old-4	1693	7 7	XZ	II	32	32.I.V 32.I.V	1.5 0.8	iɨ	0	2864
5065	utoaztecan-SouthernUte-6_old-1	utoaztecan-SouthernUte	OLD	old	naná-ppɨ-tɨ	naná-ppɨ-tɨ	n a n a + pː ɨ + t ɨ	utoaztecan-6_old-23	1752	4 7 4 7 9 1 7 9 1 7	AXBZ_AX_AX	NANA_PI_TI	33	33.N.C 33.A.V 33.N.C 33.A.V 33._._ 33.P.C 33.I.V 33._._ 33.T.C 33.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0 1.5	nana+pːɨ+tɨ	0	2865
5066	utoaztecan-SouthernUte-6_old-2	utoaztecan-SouthernUte	OLD	old	wíi-ta-pu	wíi-ta-pu	w i i + t a + p u		1753	6 7 7 9 1 7 9 1 7	AXZ_AX_AX	WII_TA_PY	33	33.W.C 33.I.V 33.I.V 33._._ 33.T.C 33.A.V 33._._ 33.P.C 33.Y.V	2.0 1.5 0.8 0.0 2.0 1.5 0.0 2.0 1.5	wii+ta+pu	0	2880
3	utoaztecan-Mono-3_one-1	utoaztecan-Mono	ONE	one	sɨmɨ	sɨmɨ	s ɨ m ɨ	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	SIMI	20	20.S.C 20.I.V 20.M.C 20.I.V	2.0 1.5 1.75 0.8	sɨmɨ	0	2910
130	utoaztecan-Tubatulabel-3_one-1	utoaztecan-Tubatulabel	ONE	one	čiič	čiič	tʃ iː tʃ	utoaztecan-3_one-3	123	1 7 1	AXN	TIT	36	36.T.C 36.I.V 36.T.c	2.0 1.5 0.8	tʃiːtʃ	0	2921
292	utoaztecan-Serrano-3_one-1	utoaztecan-Serrano	ONE	one	houkp	houkp	h ou k p	utoaztecan-3_one-4	215	3 7 1 1	AXLN	HUKP	29	29.H.C 29.U.V 29.K.c 29.P.c	2.0 1.5 1.1 0.8	houkp	0	2914
424	utoaztecan-Cahuilla-3_one-1	utoaztecan-Cahuilla	ONE	one	súplye	súplye	s u p l j e	utoaztecan-3_one-1	3	3 7 1 5 6 7	AXBCCZ	SYPLJE	3	3.S.C 3.Y.V 3.P.C 3.L.C 3.J.C 3.E.V	2.0 1.5 1.75 1.5 1.5 0.8	suplje	0	2888
550	utoaztecan-Cupeno-3_one-1	utoaztecan-Cupeno	ONE	one	súli-t	súli-t	s u l i + t	utoaztecan-3_one-1	3	3 7 5 7 9 1	AXBZ_A	SYLI_T	9	9.S.C 9.Y.V 9.L.C 9.I.V 9._._ 9.T.C	2.0 1.5 1.75 0.8 0.0 2.0	suli+t	0	2894
551	utoaztecan-Cupeno-3_one-2	utoaztecan-Cupeno	ONE	one	súpul	súpul	s u p u l	utoaztecan-3_one-1	3	3 7 1 7 5	AXBYN	SYPYL	9	9.S.C 9.Y.V 9.P.C 9.Y.V 9.L.c	2.0 1.5 1.75 1.3 0.8	supul	0	2903
676	utoaztecan-Luiseno-3_one-1	utoaztecan-Luiseno	ONE	one	supúl	supúl	s u p u l	utoaztecan-3_one-1	3	3 7 1 7 5	AXBYN	SYPYL	18	18.S.C 18.Y.V 18.P.C 18.Y.V 18.L.c	2.0 1.5 1.75 1.3 0.8	supul	0	2903
805	utoaztecan-Gabrielino-3_one-1	utoaztecan-Gabrielino	ONE	one	pukú	pukú	p u k u	utoaztecan-3_one-5	436	1 7 1 7	AXBZ	PYKY	11	11.P.C 11.Y.V 11.K.C 11.Y.V	2.0 1.5 1.75 0.8	puku	0	2896
933	utoaztecan-Hopi-3_one-1	utoaztecan-Hopi	ONE	one	sɨɨka	sɨɨka	s ɨː k a	utoaztecan-3_one-1	3	3 7 1 7	AXBZ	SIKA	13	13.S.C 13.I.V 13.K.C 13.A.V	2.0 1.5 1.75 0.8	sɨːka	0	2886
1063	utoaztecan-Papago-3_one-1	utoaztecan-Papago	ONE	one	hɨmako	hɨmako	h ɨ m a k o	utoaztecan-3_one-1	3	3 7 4 7 1 7	AXBYBZ	HIMAKU	25	25.H.C 25.I.V 25.M.C 25.A.V 25.K.C 25.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hɨmako	0	2910
1197	utoaztecan-PimaDeOnavas-3_one-1	utoaztecan-PimaDeOnavas	ONE	one	maado	maado	m aː d o	utoaztecan-3_one-6	614	4 7 1 7	AXBZ	MATU	26	26.M.C 26.A.V 26.T.C 26.U.V	2.0 1.5 1.75 0.8	maːdo	0	2911
1198	utoaztecan-PimaDeOnavas-3_one-2	utoaztecan-PimaDeOnavas	ONE	one	hɨma	hɨma	h ɨ m a		615	3 7 4 7	AXBZ	HIMA	26	26.H.C 26.I.V 26.M.C 26.A.V	2.0 1.5 1.75 0.8	hɨma	0	2910
1341	utoaztecan-NorthernTepehuan-3_one-1	utoaztecan-NorthernTepehuan	ONE	one	huma(jaʔ)	huma	h u m a	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	HYMA	22	22.H.C 22.Y.V 22.M.C 22.A.V	2.0 1.5 1.75 0.8	huma	0	2907
1491	utoaztecan-NorthernPaiute-3_one-1	utoaztecan-NorthernPaiute	ONE	one	sɨmɨ	sɨmɨ	s ɨ m ɨ	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	SIMI	21	21.S.C 21.I.V 21.M.C 21.I.V	2.0 1.5 1.75 0.8	sɨmɨ	0	2910
1650	utoaztecan-Opata-3_one-1	utoaztecan-Opata	ONE	one	se	se	s e	utoaztecan-3_one-1	3	3 7	AX	SE	23	23.S.C 23.E.V	2.0 1.5	se	0	2886
1789	utoaztecan-Eudeve-3_one-1	utoaztecan-Eudeve	ONE	one	sei	sei	s ei	utoaztecan-3_one-1	3	3 7	AX	SE	10	10.S.C 10.E.V	2.0 1.5	sei	0	2886
1939	utoaztecan-Guarijio-3_one-1	utoaztecan-Guarijio	ONE	one	piré	piré	p i r e	utoaztecan-3_one-2	809	1 7 5 7	AXBZ	PIRE	12	12.P.C 12.I.V 12.R.C 12.E.V	2.0 1.5 1.75 0.8	pire	0	2897
2065	utoaztecan-Tarahumara-3_one-1	utoaztecan-Tarahumara	ONE	one	bilé	bilé	b i l e	utoaztecan-3_one-2	809	1 7 5 7	AXBZ	PILE	34	34.P.C 34.I.V 34.L.C 34.E.V	2.0 1.5 1.75 0.8	bile	0	2897
2204	utoaztecan-Tubar-3_one-1	utoaztecan-Tubar	ONE	one	hemé	hemé	h e m e	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	HEME	35	35.H.C 35.E.V 35.M.C 35.E.V	2.0 1.5 1.75 0.8	heme	0	2910
2360	utoaztecan-Mayo-3_one-1	utoaztecan-Mayo	ONE	one	seénu	seénu	s e e n u	utoaztecan-3_one-1	3	3 7 7 4 7	AXYBZ	SEENY	19	19.S.C 19.E.V 19.E.V 19.N.C 19.Y.V	2.0 1.5 1.3 1.75 0.8	seenu	0	2904
2491	utoaztecan-Yaqui-3_one-1	utoaztecan-Yaqui	ONE	one	sénu	sénu	s e n u	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	SENY	37	37.S.C 37.E.V 37.N.C 37.Y.V	2.0 1.5 1.75 0.8	senu	0	2904
2634	utoaztecan-Cora-3_one-1	utoaztecan-Cora	ONE	one	séi	séi	s e i	utoaztecan-3_one-1	3	3 7 7	AXZ	SEI	8	8.S.C 8.E.V 8.I.V	2.0 1.5 0.8	sei	0	2886
2767	utoaztecan-Huichol-3_one-1	utoaztecan-Huichol	ONE	one	zewí	zewí	z e w i	utoaztecan-3_one-1	3	3 7 6 7	AXBZ	SEWI	14	14.S.C 14.E.V 14.W.C 14.I.V	2.0 1.5 1.75 0.8	zewi	0	2899
2923	utoaztecan-ClassicalAztec-3_one-1	utoaztecan-ClassicalAztec	ONE	one	see	see	s eː	utoaztecan-3_one-1	3	3 7	AX	SE	5	5.S.C 5.E.V	2.0 1.5	seː	0	2886
3061	utoaztecan-Pannamint-3_one-1	utoaztecan-Pannamint	ONE	one	sɨwɨ	sɨwɨ	s ɨ w ɨ	utoaztecan-3_one-1	3	3 7 6 7	AXBZ	SIWI	24	24.S.C 24.I.V 24.W.C 24.I.V	2.0 1.5 1.75 0.8	sɨwɨ	0	2899
3062	utoaztecan-Pannamint-3_one-2	utoaztecan-Pannamint	ONE	one	sɨmmɨ	sɨmmɨ	s ɨ mː ɨ	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	SIMI	24	24.S.C 24.I.V 24.M.C 24.I.V	2.0 1.5 1.75 0.8	sɨmːɨ	0	2910
3197	utoaztecan-AztecTetelcingo-3_one-1	utoaztecan-AztecTetelcingo	ONE	one	sie	sie	s i e	utoaztecan-3_one-1	3	3 7 7	AXZ	SIE	1	1.S.C 1.I.V 1.E.V	2.0 1.5 0.8	sie	0	2886
3198	utoaztecan-AztecTetelcingo-3_one-2	utoaztecan-AztecTetelcingo	ONE	one	sente	sente	s e n t e	utoaztecan-3_one-1	3	3 7 4 1 7	AXMBZ	SENTE	1	1.S.C 1.E.V 1.N.c 1.T.C 1.E.V	2.0 1.5 1.1 1.75 0.8	sente	0	2904
3340	utoaztecan-AztecZacapoaxtla-3_one-1	utoaztecan-AztecZacapoaxtla	ONE	one	see	see	s eː	utoaztecan-3_one-1	3	3 7	AX	SE	2	2.S.C 2.E.V	2.0 1.5	seː	0	2886
3467	utoaztecan-Pipil-3_one-1	utoaztecan-Pipil	ONE	one	se	se	s e	utoaztecan-3_one-1	3	3 7	AX	SE	27	27.S.C 27.E.V	2.0 1.5	se	0	2886
3610	utoaztecan-SoutheasternTepehuan-3_one-1	utoaztecan-SoutheasternTepehuan	ONE	one	ma'n	ma'n	m a n	utoaztecan-3_one-7	1184	4 7 4	AXN	MAN	31	31.M.C 31.A.V 31.N.c	2.0 1.5 0.8	man	0	2911
3726	utoaztecan-Kitanemuk-3_one-1	utoaztecan-Kitanemuk	ONE	one	hawkup	hawkup	h a w k u p	utoaztecan-3_one-4	215	3 7 6 1 7 1	AXMBYN	HAWKYP	17	17.H.C 17.A.V 17.W.c 17.K.C 17.Y.V 17.P.c	2.0 1.5 1.1 1.75 1.3 0.8	hawkup	0	2902
3872	utoaztecan-Kiowa-3_one-1	utoaztecan-Kiowa	ONE	one	paakᴐ	paakᴐ	p aː k ɔ	utoaztecan-3_one-9	1244	1 7 1 7	AXBZ	PAKU	16	16.P.C 16.A.V 16.K.C 16.U.V	2.0 1.5 1.75 0.8	paːkɔ	0	2896
3987	utoaztecan-SanJuanPuebloTewa-3_one-1	utoaztecan-SanJuanPuebloTewa	ONE	one	wîʔ	wîʔ	w i ʔ	utoaztecan-3_one-8	1328	6 7 1	AXN	WIH	28	28.W.C 28.I.V 28.H.c	2.0 1.5 0.8	wiʔ	0	2913
4108	utoaztecan-ShoshoniGosiute-3_one-1	utoaztecan-ShoshoniGosiute	ONE	one	sɨmmɨ	sɨmmɨ	s ɨ mː ɨ	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	SIMI	30	30.S.C 30.I.V 30.M.C 30.I.V	2.0 1.5 1.75 0.8	sɨmːɨ	0	2910
4238	utoaztecan-Comecrudo-3_one-1	utoaztecan-Comecrudo	ONE	one	kuitín	kuitín	k ui t i n		1398	1 7 1 7 4	AXBYN	KYTIN	7	7.K.C 7.Y.V 7.T.C 7.I.V 7.N.c	2.0 1.5 1.75 1.3 0.8	kuitin	0	2892
4391	utoaztecan-Comanche-3_one-1	utoaztecan-Comanche	ONE	one	sɨmmɨ	sɨmmɨ	s ɨ mː ɨ	utoaztecan-3_one-1	3	3 7 4 7	AXBZ	SIMI	6	6.S.C 6.I.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	sɨmːɨ	0	2910
4520	utoaztecan-Zuni-3_one-1	utoaztecan-Zuni	ONE	one	topinte	topinte	t o p i n t e		1564	1 7 1 7 4 1 7	AXBYMBZ	TUPINTE	38	38.T.C 38.U.V 38.P.C 38.I.V 38.N.c 38.T.C 38.E.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	topinte	0	2923
4647	utoaztecan-Kawaiisu-3_one-1	utoaztecan-Kawaiisu	ONE	one	suyu	suyu	s u j u	utoaztecan-3_one-1	3	3 7 6 7	AXBZ	SYJY	15	15.S.C 15.Y.V 15.J.C 15.Y.V	2.0 1.5 1.75 0.8	suju	0	2900
4792	utoaztecan-Chemehuevi-3_one-1	utoaztecan-Chemehuevi	ONE	one	suu	suu	s uː	utoaztecan-3_one-1	3	3 7	AX	SY	4	4.S.C 4.Y.V	2.0 1.5	suː	0	2886
4928	utoaztecan-SouthernPaiute-3_one-1	utoaztecan-SouthernPaiute	ONE	one	šuu-	šuu-	ʃ uː	utoaztecan-3_one-1	3	3 7	AX	SY	32	32.S.C 32.Y.V	2.0 1.5	ʃuː	0	2886
5062	utoaztecan-SouthernUte-3_one-1	utoaztecan-SouthernUte	ONE	one	súuyis	súuyis	s uː j i s	utoaztecan-3_one-1	3	3 7 6 7 3	AXBYN	SYJIS	33	33.S.C 33.Y.V 33.J.C 33.I.V 33.S.c	2.0 1.5 1.75 1.3 0.8	suːjis	0	2900
101	utoaztecan-Mono-99_pathroad-1	utoaztecan-Mono	PATH OR ROAD	path, road	poyo	poyo	p o j o	utoaztecan-99_pathroad-1	99	1 7 6 7	AXBZ	PUJU	20	20.P.C 20.U.V 20.J.C 20.U.V	2.0 1.5 1.75 0.8	pojo	0	2927
256	utoaztecan-Tubatulabel-99_pathroad-1	utoaztecan-Tubatulabel	PATH OR ROAD	path, road	poh-t	poh-t	p o h + t	utoaztecan-99_pathroad-1	99	1 7 3 9 1	AXN_A	PUH_T	36	36.P.C 36.U.V 36.H.c 36._._ 36.T.C	2.0 1.5 0.8 0.0 2.0	poh+t	0	2959
397	utoaztecan-Serrano-99_pathroad-1	utoaztecan-Serrano	PATH OR ROAD	path, road	pòoq-t	pòoq-t	p o o q + t	utoaztecan-99_pathroad-1	99	1 7 7 1 9 1	AXYN_A	PUUK_T	29	29.P.C 29.U.V 29.U.V 29.K.c 29._._ 29.T.C	2.0 1.5 1.3 0.8 0.0 2.0	pooq+t	0	2926
398	utoaztecan-Serrano-99_pathroad-2	utoaztecan-Serrano	PATH OR ROAD	path, road	pòòʔ	pòòʔ	p oː ʔ	utoaztecan-99_pathroad-1	99	1 7 1	AXN	PUH	29	29.P.C 29.U.V 29.H.c	2.0 1.5 0.8	poːʔ	0	2959
522	utoaztecan-Cahuilla-99_pathroad-1	utoaztecan-Cahuilla	PATH OR ROAD	path, road	pí-t	pí-t	p i + t	utoaztecan-99_pathroad-1	99	1 7 9 1	AX_A	PI_T	3	3.P.C 3.I.V 3._._ 3.T.C	2.0 1.5 0.0 2.0	pi+t	0	2926
648	utoaztecan-Cupeno-99_pathroad-1	utoaztecan-Cupeno	PATH OR ROAD	path, road	pí-t	pí-t	p i + t	utoaztecan-99_pathroad-1	99	1 7 9 1	AX_A	PI_T	9	9.P.C 9.I.V 9._._ 9.T.C	2.0 1.5 0.0 2.0	pi+t	0	2926
776	utoaztecan-Luiseno-99_pathroad-1	utoaztecan-Luiseno	PATH OR ROAD	path, road	pé-t	pé-t	p e + t	utoaztecan-99_pathroad-1	99	1 7 9 1	AX_A	PE_T	18	18.P.C 18.E.V 18._._ 18.T.C	2.0 1.5 0.0 2.0	pe+t	0	2926
