ID	LOCAL_ID	DOCULECT	CONCEPT	CONCEPT_IN_SOURCE	VALUE	FORM	TOKENS	COGNACY	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
907	utoaztecan-Gabrielino-99_pathroad-1	utoaztecan-Gabrielino	PATH OR ROAD	path, road	pet	pet	p e t	utoaztecan-99_pathroad-1	99	1 7 1	AXN	PET	11	11.P.C 11.E.V 11.T.c	2.0 1.5 0.8	pet	0	2934
1032	utoaztecan-Hopi-99_pathroad-1	utoaztecan-Hopi	PATH OR ROAD	path, road	pöhɨ	pöhɨ	p ø h ɨ	utoaztecan-99_pathroad-1	99	1 7 3 7	AXBZ	PUHI	13	13.P.C 13.U.V 13.H.C 13.I.V	2.0 1.5 1.75 0.8	pøhɨ	0	2929
1161	utoaztecan-Papago-99_pathroad-1	utoaztecan-Papago	PATH OR ROAD	path, road	woog	woog	w oː g	utoaztecan-99_pathroad-1	99	6 7 1	AXN	WUK	25	25.W.C 25.U.V 25.K.c	2.0 1.5 0.8	woːg	0	2948
1308	utoaztecan-PimaDeOnavas-99_pathroad-1	utoaztecan-PimaDeOnavas	PATH OR ROAD	path, road	voog	voog	v oː g	utoaztecan-99_pathroad-1	99	3 7 1	AXN	BUK	26	26.B.C 26.U.V 26.K.c	2.0 1.5 0.8	voːg	0	2948
1465	utoaztecan-NorthernTepehuan-99_pathroad-1	utoaztecan-NorthernTepehuan	PATH OR ROAD	path, road	boi	boi	b oi	utoaztecan-99_pathroad-1	99	1 7	AX	PU	22	22.P.C 22.U.V	2.0 1.5	boi	0	2944
1622	utoaztecan-NorthernPaiute-99_pathroad-1	utoaztecan-NorthernPaiute	PATH OR ROAD	path, road	poo	poo	p oː	utoaztecan-99_pathroad-1	99	1 7	AX	PU	21	21.P.C 21.U.V	2.0 1.5	poː	0	2944
1762	utoaztecan-Opata-99_pathroad-1	utoaztecan-Opata	PATH OR ROAD	path, road	donönăi	donönăi	d o n ø n ă i		757	1 7 4 7 4 7 7	AXBYBYZ	TUNUNAI	23	23.T.C 23.U.V 23.N.C 23.U.V 23.N.C 23.A.V 23.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	donønăi	0	2946
1763	utoaztecan-Opata-99_pathroad-2	utoaztecan-Opata	PATH OR ROAD	path, road	gui'nonăi	gui'nonăi	g ui n o n ă i		758	1 7 4 7 4 7 7	AXBYBYZ	KYNUNAI	23	23.K.C 23.Y.V 23.N.C 23.U.V 23.N.C 23.A.V 23.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	guinonăi	0	2946
1764	utoaztecan-Opata-99_pathroad-3	utoaztecan-Opata	PATH OR ROAD	path, road	pi'nonăi	pi'nonăi	p i n o n ă i		759	1 7 4 7 4 7 7	AXBYBYZ	PINUNAI	23	23.P.C 23.I.V 23.N.C 23.U.V 23.N.C 23.A.V 23.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pinonăi	0	2946
1765	utoaztecan-Opata-99_pathroad-4	utoaztecan-Opata	PATH OR ROAD	path, road	bowé	bowé	b o w e	utoaztecan-99_pathroad-1	99	1 7 6 7	AXBZ	PUWE	23	23.P.C 23.U.V 23.W.C 23.E.V	2.0 1.5 1.75 0.8	bowe	0	2944
1912	utoaztecan-Eudeve-99_pathroad-1	utoaztecan-Eudeve	PATH OR ROAD	path, road	vovét	vovét	v o v e t	utoaztecan-99_pathroad-1	99	3 7 3 7 1	AXBYN	BUBET	10	10.B.C 10.U.V 10.B.C 10.E.V 10.T.c	2.0 1.5 1.75 1.3 0.8	vovet	0	2933
2040	utoaztecan-Guarijio-99_pathroad-1	utoaztecan-Guarijio	PATH OR ROAD	path, road	poé	poé	p o e	utoaztecan-99_pathroad-1	99	1 7 7	AXZ	PUE	12	12.P.C 12.U.V 12.E.V	2.0 1.5 0.8	poe	0	2944
2173	utoaztecan-Tarahumara-99_pathroad-1	utoaztecan-Tarahumara	PATH OR ROAD	path, road	bowé	bowé	b o w e	utoaztecan-99_pathroad-1	99	1 7 6 7	AXBZ	PUWE	34	34.P.C 34.U.V 34.W.C 34.E.V	2.0 1.5 1.75 0.8	bowe	0	2944
2324	utoaztecan-Tubar-99_pathroad-1	utoaztecan-Tubar	PATH OR ROAD	path, road	wo-ta-	wo-ta-	w o + t a	utoaztecan-99_pathroad-1	99	6 7 9 1 7	AX_AX	WU_TA	35	35.W.C 35.U.V 35._._ 35.T.C 35.A.V	2.0 1.5 0.0 2.0 1.5	wo+ta	1	2958
2460	utoaztecan-Mayo-99_pathroad-1	utoaztecan-Mayo	PATH OR ROAD	path, road	boóʔo	boóʔo	b o o ʔ o	utoaztecan-99_pathroad-1	99	1 7 7 1 7	AXYBZ	PUUHU	19	19.P.C 19.U.V 19.U.V 19.H.C 19.U.V	2.0 1.5 1.3 1.75 0.8	booʔo	0	2927
2599	utoaztecan-Yaqui-99_pathroad-1	utoaztecan-Yaqui	PATH OR ROAD	path, road	bóoʔo	bóoʔo	b o o ʔ o	utoaztecan-99_pathroad-1	99	1 7 7 1 7	AXYBZ	PUUHU	37	37.P.C 37.U.V 37.U.V 37.H.C 37.U.V	2.0 1.5 1.3 1.75 0.8	booʔo	0	2927
2738	utoaztecan-Cora-99_pathroad-1	utoaztecan-Cora	PATH OR ROAD	path, road	huyé	huyé	h u j e	utoaztecan-99_pathroad-1	99	3 7 6 7	AXBZ	HYJE	8	8.H.C 8.Y.V 8.J.C 8.E.V	2.0 1.5 1.75 0.8	huje	0	2931
2892	utoaztecan-Huichol-99_pathroad-1	utoaztecan-Huichol	PATH OR ROAD	path, road	huyé	huyé	h u j e	utoaztecan-99_pathroad-1	99	3 7 6 7	AXBZ	HYJE	14	14.H.C 14.Y.V 14.J.C 14.E.V	2.0 1.5 1.75 0.8	huje	0	2931
3031	utoaztecan-ClassicalAztec-99_pathroad-1	utoaztecan-ClassicalAztec	PATH OR ROAD	path, road	oʔ-tli	oʔ-tli	o ʔ + t l i	utoaztecan-99_pathroad-1	99	7 1 9 1 5 7	XN_ACX	UH_TLI	5	5.U.V 5.H.c 5._._ 5.T.C 5.L.C 5.I.V	1.5 0.8 0.0 2.0 1.5 1.5	oʔ+tli	0	2924
3161	utoaztecan-Pannamint-99_pathroad-1	utoaztecan-Pannamint	PATH OR ROAD	path, road	poʔi	poʔi	p o ʔ i	utoaztecan-99_pathroad-1	99	1 7 1 7	AXBZ	PUHI	24	24.P.C 24.U.V 24.H.C 24.I.V	2.0 1.5 1.75 0.8	poʔi	0	2929
3307	utoaztecan-AztecTetelcingo-99_pathroad-1	utoaztecan-AztecTetelcingo	PATH OR ROAD	path, road	oh-tlii	oh-tlii	o h + t l iː	utoaztecan-99_pathroad-1	99	7 3 9 1 5 7	XN_ACX	UH_TLI	1	1.U.V 1.H.c 1._._ 1.T.C 1.L.C 1.I.V	1.5 0.8 0.0 2.0 1.5 1.5	oh+tliː	0	2924
3441	utoaztecan-AztecZacapoaxtla-99_pathroad-1	utoaztecan-AztecZacapoaxtla	PATH OR ROAD	path, road	oh-ti	oh-ti	o h + t i	utoaztecan-99_pathroad-1	99	7 3 9 1 7	XN_AX	UH_TI	2	2.U.V 2.H.c 2._._ 2.T.C 2.I.V	1.5 0.8 0.0 2.0 1.5	oh+ti	0	2924
3583	utoaztecan-Pipil-99_pathroad-1	utoaztecan-Pipil	PATH OR ROAD	path, road	uh-ti	uh-ti	u h + t i	utoaztecan-99_pathroad-1	99	7 3 9 1 7	XN_AX	YH_TI	27	27.Y.V 27.H.c 27._._ 27.T.C 27.I.V	1.5 0.8 0.0 2.0 1.5	uh+ti	0	2924
3707	utoaztecan-SoutheasternTepehuan-99_pathroad-1	utoaztecan-SoutheasternTepehuan	PATH OR ROAD	path, road	boi	boi	b oi	utoaztecan-99_pathroad-1	99	1 7	AX	PU	31	31.P.C 31.U.V	2.0 1.5	boi	0	2944
3845	utoaztecan-Kitanemuk-99_pathroad-1	utoaztecan-Kitanemuk	PATH OR ROAD	path, road	pokt	pokt	p o k t	utoaztecan-99_pathroad-1	99	1 7 1 1	AXLN	PUKT	17	17.P.C 17.U.V 17.K.c 17.T.c	2.0 1.5 1.1 0.8	pokt	0	2934
3971	utoaztecan-Kiowa-99_pathroad-1	utoaztecan-Kiowa	PATH OR ROAD	path, road	ᴐ̀n	ᴐ̀n	ɔ n	utoaztecan-99_pathroad-3	1314	7 4	XN	UN	16	16.U.V 16.N.c	1.5 0.8	ɔn	0	2939
4083	utoaztecan-SanJuanPuebloTewa-99_pathroad-1	utoaztecan-SanJuanPuebloTewa	PATH OR ROAD	path, road	p'ôe	p'ôe	pˀ o e	utoaztecan-99_pathroad-1	99	1 7 7	AXZ	PUE	28	28.P.C 28.U.V 28.E.V	2.0 1.5 0.8	pˀoe	1	2944
4210	utoaztecan-ShoshoniGosiute-99_pathroad-1	utoaztecan-ShoshoniGosiute	PATH OR ROAD	path, road	poʔe	poʔe	p o ʔ e	utoaztecan-99_pathroad-1	99	1 7 1 7	AXBZ	PUHE	30	30.P.C 30.U.V 30.H.C 30.E.V	2.0 1.5 1.75 0.8	poʔe	0	2929
4372	utoaztecan-Comecrudo-99_pathroad-1	utoaztecan-Comecrudo	PATH OR ROAD	path, road	ál	ál	a l		1532	7 5	XN	AL	7	7.A.V 7.L.c	1.5 0.8	al	1	2930
4373	utoaztecan-Comecrudo-99_pathroad-2	utoaztecan-Comecrudo	PATH OR ROAD	path, road	kicáx	kicáx	k i ts a x		1533	1 7 2 7 3	AXBYN	KICAG	7	7.K.C 7.I.V 7.C.C 7.A.V 7.G.c	2.0 1.5 1.75 1.3 0.8	kitsax	1	2962
4489	utoaztecan-Comanche-99_pathroad-1	utoaztecan-Comanche	PATH OR ROAD	path, road	puʔe	puʔe	p u ʔ e	utoaztecan-99_pathroad-1	99	1 7 1 7	AXBZ	PYHE	6	6.P.C 6.Y.V 6.H.C 6.E.V	2.0 1.5 1.75 0.8	puʔe	0	2929
4631	utoaztecan-Zuni-99_pathroad-1	utoaztecan-Zuni	PATH OR ROAD	path, road	ʔona	ʔona	ʔ o n a		1675	1 7 4 7	AXBZ	HUNA	38	38.H.C 38.U.V 38.N.C 38.A.V	2.0 1.5 1.75 0.8	ʔona	0	2961
4754	utoaztecan-Kawaiisu-99_pathroad-1	utoaztecan-Kawaiisu	PATH OR ROAD	path, road	toovɨ	toovɨ	t oː v ɨ	utoaztecan-99_pathroad-2	1715	1 7 3 7	AXBZ	TUBI	15	15.T.C 15.U.V 15.B.C 15.I.V	2.0 1.5 1.75 0.8	toːvɨ	0	2938
4892	utoaztecan-Chemehuevi-99_pathroad-1	utoaztecan-Chemehuevi	PATH OR ROAD	path, road	poʔo	poʔo	p o ʔ o	utoaztecan-99_pathroad-1	99	1 7 1 7	AXBZ	PUHU	4	4.P.C 4.U.V 4.H.C 4.U.V	2.0 1.5 1.75 0.8	poʔo	0	2927
5035	utoaztecan-SouthernPaiute-99_pathroad-1	utoaztecan-SouthernPaiute	PATH OR ROAD	path, road	poo	poo	p oː	utoaztecan-99_pathroad-1	99	1 7	AX	PU	32	32.P.C 32.U.V	2.0 1.5	poː	0	2944
5160	utoaztecan-SouthernUte-99_pathroad-1	utoaztecan-SouthernUte	PATH OR ROAD	path, road	póo	póo	p o o	utoaztecan-99_pathroad-1	99	1 7 7	AXZ	PUU	33	33.P.C 33.U.V 33.U.V	2.0 1.5 0.8	poo	0	2927
22	utoaztecan-Mono-22_person-1	utoaztecan-Mono	PERSON	person	nɨɨmmɨ	nɨɨmmɨ	n ɨː mː ɨ	utoaztecan-22_person-1	22	4 7 4 7	AXBZ	NIMI	20	20.N.C 20.I.V 20.M.C 20.I.V	2.0 1.5 1.75 0.8	nɨːmːɨ	0	2966
156	utoaztecan-Tubatulabel-22_person-1	utoaztecan-Tubatulabel	PERSON	person	nɨmɨ-	nɨmɨ-	n ɨ m ɨ		139	4 7 4 7	AXBZ	NIMI	36	36.N.C 36.I.V 36.M.C 36.I.V	2.0 1.5 1.75 0.8	nɨmɨ	0	2966
313	utoaztecan-Serrano-22_person-1	utoaztecan-Serrano	PERSON	person	taaq-t	taaq-t	t aː q + t	utoaztecan-22_person-2	230	1 7 1 9 1	AXN_A	TAK_T	29	29.T.C 29.A.V 29.K.c 29._._ 29.T.C	2.0 1.5 0.8 0.0 2.0	taːq+t	0	2963
442	utoaztecan-Cahuilla-22_person-1	utoaztecan-Cahuilla	PERSON	person	táxliswe-t	táxliswe-t	t a x l i s w e + t	utoaztecan-22_person-2	230	1 7 3 5 7 3 6 7 9 1	AXBCYBCZ_A	TAGLISWE_T	3	3.T.C 3.A.V 3.G.C 3.L.C 3.I.V 3.S.C 3.W.C 3.E.V 3._._ 3.T.C	2.0 1.5 1.75 1.5 1.3 1.75 1.5 0.8 0.0 2.0	taxliswe+t	0	2965
570	utoaztecan-Cupeno-22_person-1	utoaztecan-Cupeno	PERSON	person	atáxʔa	atáxʔa	a t a xˀ a	utoaztecan-22_person-2	230	7 1 7 3 7	XBYBZ	ATAGA	9	9.A.V 9.T.C 9.A.V 9.G.C 9.A.V	1.5 1.75 1.3 1.75 0.8	ataxˀa	0	2971
695	utoaztecan-Luiseno-22_person-1	utoaztecan-Luiseno	PERSON	person	a-táax	a-táax	a + t a a x	utoaztecan-22_person-2	230	7 9 1 7 7 3	X_AXYN	A_TAAG	18	18.A.V 18._._ 18.T.C 18.A.V 18.A.V 18.G.c	1.5 0.0 2.0 1.5 1.3 0.8	a+taax	0	2980
824	utoaztecan-Gabrielino-22_person-1	utoaztecan-Gabrielino	PERSON	person	taraxat	taraxat	t a r a x a t	utoaztecan-22_person-2	230	1 7 5 7 3 7 1	AXBYBYN	TARAGAT	11	11.T.C 11.A.V 11.R.C 11.A.V 11.G.C 11.A.V 11.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	taraxat	0	2973
953	utoaztecan-Hopi-22_person-1	utoaztecan-Hopi	PERSON	person	sino	sino	s i n o	utoaztecan-22_person-8	498	3 7 4 7	AXBZ	SINU	13	13.S.C 13.I.V 13.N.C 13.U.V	2.0 1.5 1.75 0.8	sino	0	2975
1082	utoaztecan-Papago-22_person-1	utoaztecan-Papago	PERSON	person	hɨmajkam	hɨmajkam	h ɨ m a dʒ k a m	utoaztecan-22_person-3	560	3 7 4 7 1 1 7 4	AXBYMBYN	HIMATKAM	25	25.H.C 25.I.V 25.M.C 25.A.V 25.T.c 25.K.C 25.A.V 25.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	hɨmadʒkam	0	2987
1218	utoaztecan-PimaDeOnavas-22_person-1	utoaztecan-PimaDeOnavas	PERSON	person	hɨmadkam	hɨmadkam	h ɨ m a d k a m	utoaztecan-22_person-3	560	3 7 4 7 1 1 7 4	AXBYMBYN	HIMATKAM	26	26.H.C 26.I.V 26.M.C 26.A.V 26.T.c 26.K.C 26.A.V 26.M.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	hɨmadkam	0	2987
1365	utoaztecan-NorthernTepehuan-22_person-1	utoaztecan-NorthernTepehuan	PERSON	person	odame	odame	o d a m e	utoaztecan-22_person-4	654	7 1 7 4 7	XBYBZ	UTAME	22	22.U.V 22.T.C 22.A.V 22.M.C 22.E.V	1.5 1.75 1.3 1.75 0.8	odame	0	2984
1515	utoaztecan-NorthernPaiute-22_person-1	utoaztecan-NorthernPaiute	PERSON	person	nɨmɨ	nɨmɨ	n ɨ m ɨ	utoaztecan-22_person-1	22	4 7 4 7	AXBZ	NIMI	21	21.N.C 21.I.V 21.M.C 21.I.V	2.0 1.5 1.75 0.8	nɨmɨ	0	2966
1673	utoaztecan-Opata-22_person-1	utoaztecan-Opata	PERSON	person	uriacha	uriacha	u r i a tʃ a	utoaztecan-22_person-9	717	7 5 7 7 1 7	XBYYBZ	YRIATA	23	23.Y.V 23.R.C 23.I.V 23.A.V 23.T.C 23.A.V	1.5 1.75 1.3 1.3 1.75 0.8	uriatʃa	0	2985
1816	utoaztecan-Eudeve-22_person-1	utoaztecan-Eudeve	PERSON	person	dóhme	dóhme	d oː m e	utoaztecan-22_person-6	781	1 7 4 7	AXBZ	TUME	10	10.T.C 10.U.V 10.M.C 10.E.V	2.0 1.5 1.75 0.8	doːme	0	2972
1959	utoaztecan-Guarijio-22_person-1	utoaztecan-Guarijio	PERSON	person	ihpakórume	ihpakórume	i h p a k o r u m e	utoaztecan-22_person-5	820	7 3 1 7 1 7 5 7 4 7	XMBYBYBYBZ	IHPAKURYME	12	12.I.V 12.H.c 12.P.C 12.A.V 12.K.C 12.U.V 12.R.C 12.Y.V 12.M.C 12.E.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	ihpakorume	0	2974
2084	utoaztecan-Tarahumara-22_person-1	utoaztecan-Tarahumara	PERSON	person	pagótua-me	pagótua-me	p a g o t u a + m e	utoaztecan-22_person-5	820	1 7 1 7 1 7 7 9 4 7	AXBYBYZ_AX	PAKUTYA_ME	34	34.P.C 34.A.V 34.K.C 34.U.V 34.T.C 34.Y.V 34.A.V 34._._ 34.M.C 34.E.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5	pagotua+me	0	2996
2221	utoaztecan-Tubar-22_person-1	utoaztecan-Tubar	PERSON	person	tamoi-tá-m	tamoi-tá-m	t a m oi + t a + m	utoaztecan-22_person-10	874	1 7 4 7 9 1 7 9 4	AXBZ_AX_A	TAMU_TA_M	35	35.T.C 35.A.V 35.M.C 35.U.V 35._._ 35.T.C 35.A.V 35._._ 35.M.C	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.0 2.0	tamoi+ta+m	0	2997
2381	utoaztecan-Mayo-22_person-1	utoaztecan-Mayo	PERSON	person	yoréme	yoréme	j o r e m e	utoaztecan-22_person-6	781	6 7 5 7 4 7	AXBYBZ	JUREME	19	19.J.C 19.U.V 19.R.C 19.E.V 19.M.C 19.E.V	2.0 1.5 1.75 1.3 1.75 0.8	joreme	0	2972
2515	utoaztecan-Yaqui-22_person-1	utoaztecan-Yaqui	PERSON	person	yoéme	yoéme	j o e m e	utoaztecan-22_person-6	781	6 7 7 4 7	AXYBZ	JUEME	37	37.J.C 37.U.V 37.E.V 37.M.C 37.E.V	2.0 1.5 1.3 1.75 0.8	joeme	0	2972
2656	utoaztecan-Cora-22_person-1	utoaztecan-Cora	PERSON	person	tyévi	tyévi	t y e v i	utoaztecan-22_person-7	962	1 7 7 3 7	AXYBZ	TYEBI	8	8.T.C 8.Y.V 8.E.V 8.B.C 8.I.V	2.0 1.5 1.3 1.75 0.8	tyevi	0	2970
2785	utoaztecan-Huichol-22_person-1	utoaztecan-Huichol	PERSON	person	teɨtéri	teɨtéri	t eɨ t e r i	utoaztecan-22_person-7	962	1 7 1 7 5 7	AXBYBZ	TETERI	14	14.T.C 14.E.V 14.T.C 14.E.V 14.R.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8	teɨteri	0	2976
2943	utoaztecan-ClassicalAztec-22_person-1	utoaztecan-ClassicalAztec	PERSON	person	tlaaka-tl	tlaaka-tl	t l aː k a + t l	utoaztecan-22_person-2	230	1 5 7 1 7 9 1 5	ACXBZ_AC	TLAKA_TL	5	5.T.C 5.L.C 5.A.V 5.K.C 5.A.V 5._._ 5.T.C 5.L.C	2.0 1.5 1.5 1.75 0.8 0.0 2.0 1.5	tlaːka+tl	1	2963
3082	utoaztecan-Pannamint-22_person-1	utoaztecan-Pannamint	PERSON	person	nɨmɨ	nɨmɨ	n ɨ m ɨ	utoaztecan-22_person-1	22	4 7 4 7	AXBZ	NIMI	24	24.N.C 24.I.V 24.M.C 24.I.V	2.0 1.5 1.75 0.8	nɨmɨ	0	2966
3218	utoaztecan-AztecTetelcingo-22_person-1	utoaztecan-AztecTetelcingo	PERSON	person	tlöka	tlöka	t l ø k a	utoaztecan-22_person-2	230	1 5 7 1 7	ACXBZ	TLUKA	1	1.T.C 1.L.C 1.U.V 1.K.C 1.A.V	2.0 1.5 1.5 1.75 0.8	tløka	0	2963
3359	utoaztecan-AztecZacapoaxtla-22_person-1	utoaztecan-AztecZacapoaxtla	PERSON	person	taakayoo-t	taakayoo-t	t aː k a j oː + t	utoaztecan-22_person-2	230	1 7 1 7 6 7 9 1	AXBYBZ_A	TAKAJU_T	2	2.T.C 2.A.V 2.K.C 2.A.V 2.J.C 2.U.V 2._._ 2.T.C	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0	taːkajoː+t	0	2963
3485	utoaztecan-Pipil-22_person-1	utoaztecan-Pipil	PERSON	person	taga-t	taga-t	t a g a + t	utoaztecan-22_person-2	230	1 7 1 7 9 1	AXBZ_A	TAKA_T	27	27.T.C 27.A.V 27.K.C 27.A.V 27._._ 27.T.C	2.0 1.5 1.75 0.8 0.0 2.0	taga+t	0	2963
3629	utoaztecan-SoutheasternTepehuan-22_person-1	utoaztecan-SoutheasternTepehuan	PERSON	person	ja'tkam	ja'tkam	dʒ a t k a m	utoaztecan-22_person-3	560	1 7 1 1 7 4	AXMBYN	TATKAM	31	31.T.C 31.A.V 31.T.c 31.K.C 31.A.V 31.M.c	2.0 1.5 1.1 1.75 1.3 0.8	dʒatkam	0	2987
3747	utoaztecan-Kitanemuk-22_person-1	utoaztecan-Kitanemuk	PERSON	person	takat	takat	t a k a t	utoaztecan-22_person-2	230	1 7 1 7 1	AXBYN	TAKAT	17	17.T.C 17.A.V 17.K.C 17.A.V 17.T.c	2.0 1.5 1.75 1.3 0.8	takat	0	2973
3748	utoaztecan-Kitanemuk-22_person-2	utoaztecan-Kitanemuk	PERSON	person	kike7	kike7	k i k e ʔ	utoaztecan-22_person-2	230	1 7 1 7 1	AXBYN	KIKEH	17	17.K.C 17.I.V 17.K.C 17.E.V 17.H.c	2.0 1.5 1.75 1.3 0.8	kikeʔ	0	3001
3893	utoaztecan-Kiowa-22_person-1	utoaztecan-Kiowa	PERSON	person	k'y̨ą́koom-	k'y̨ą́koom-	kˀ j ã k oː m	utoaztecan-22_person-12	1260	1 6 7 1 7 4	ACXBYN	KJAKUM	16	16.K.C 16.J.C 16.A.V 16.K.C 16.U.V 16.M.c	2.0 1.5 1.5 1.75 1.3 0.8	kˀjãkoːm	0	2978
4006	utoaztecan-SanJuanPuebloTewa-22_person-1	utoaztecan-SanJuanPuebloTewa	PERSON	person	t'owa	t'owa	tˀ o w a	utoaztecan-22_person-11	1342	1 7 6 7	AXBZ	TUWA	28	28.T.C 28.U.V 28.W.C 28.A.V	2.0 1.5 1.75 0.8	tˀowa	0	2990
4127	utoaztecan-ShoshoniGosiute-22_person-1	utoaztecan-ShoshoniGosiute	PERSON	person	nɨwɨ	nɨwɨ	n ɨ w ɨ	utoaztecan-22_person-1	22	4 7 6 7	AXBZ	NIWI	30	30.N.C 30.I.V 30.W.C 30.I.V	2.0 1.5 1.75 0.8	nɨwɨ	0	2966
4265	utoaztecan-Comecrudo-22_person-1	utoaztecan-Comecrudo	PERSON	person	estók	estók	e s t o k		1425	7 3 1 7 1	XMBYN	ESTUK	7	7.E.V 7.S.c 7.T.C 7.U.V 7.K.c	1.5 1.1 1.75 1.3 0.8	estok	0	2969
4411	utoaztecan-Comanche-22_person-1	utoaztecan-Comanche	PERSON	person	nɨmɨ	nɨmɨ	n ɨ m ɨ	utoaztecan-22_person-1	22	4 7 4 7	AXBZ	NIMI	6	6.N.C 6.I.V 6.M.C 6.I.V	2.0 1.5 1.75 0.8	nɨmɨ	0	2966
4539	utoaztecan-Zuni-22_person-1	utoaztecan-Zuni	PERSON	person	joʔʔi	joʔʔi	dʒ o ʔː i		1583	1 7 1 7	AXBZ	TUHI	38	38.T.C 38.U.V 38.H.C 38.I.V	2.0 1.5 1.75 0.8	dʒoʔːi	0	3000
4670	utoaztecan-Kawaiisu-22_person-1	utoaztecan-Kawaiisu	PERSON	person	nɨwɨ	nɨwɨ	n ɨ w ɨ	utoaztecan-22_person-1	22	4 7 6 7	AXBZ	NIWI	15	15.N.C 15.I.V 15.W.C 15.I.V	2.0 1.5 1.75 0.8	nɨwɨ	0	2966
4811	utoaztecan-Chemehuevi-22_person-1	utoaztecan-Chemehuevi	PERSON	person	nɨwɨ	nɨwɨ	n ɨ w ɨ	utoaztecan-22_person-1	22	4 7 6 7	AXBZ	NIWI	4	4.N.C 4.I.V 4.W.C 4.I.V	2.0 1.5 1.75 0.8	nɨwɨ	0	2966
4953	utoaztecan-SouthernPaiute-22_person-1	utoaztecan-SouthernPaiute	PERSON	person	nɨŋwɨ	nɨŋwɨ	n ɨ ŋ w ɨ	utoaztecan-22_person-1	22	4 7 4 6 7	AXBCZ	NINWI	32	32.N.C 32.I.V 32.N.C 32.W.C 32.I.V	2.0 1.5 1.75 1.5 0.8	nɨŋwɨ	0	2966
4954	utoaztecan-SouthernPaiute-22_person-2	utoaztecan-SouthernPaiute	PERSON	person	nɨn-	nɨn-	n ɨ n	utoaztecan-22_person-1	22	4 7 4	AXN	NIN	32	32.N.C 32.I.V 32.N.c	2.0 1.5 0.8	nɨn	0	3002
5082	utoaztecan-SouthernUte-22_person-1	utoaztecan-SouthernUte	PERSON	person	núu-ci	núu-ci	n uː + ts i	utoaztecan-22_person-1	22	4 7 9 2 7	AX_AX	NY_CI	33	33.N.C 33.Y.V 33._._ 33.C.C 33.I.V	2.0 1.5 0.0 2.0 1.5	nuː+tsi	0	2995
89	utoaztecan-Mono-88_rain-1	utoaztecan-Mono	RAIN (PRECIPITATION)	rain	tɨɨkkwa	tɨɨkkwa	t ɨː kː w a	utoaztecan-88_rain-9	88	1 7 1 6 7	AXBCZ	TIKWA	20	20.T.C 20.I.V 20.K.C 20.W.C 20.A.V	2.0 1.5 1.75 1.5 0.8	tɨːkːwa	0	3022
90	utoaztecan-Mono-88_rain-2	utoaztecan-Mono	RAIN (PRECIPITATION)	rain	tɨɨkwápe	tɨɨkwápe	t ɨː kʷ a p e	utoaztecan-88_rain-9	88	1 7 1 7 1 7	AXBYBZ	TIKAPE	20	20.T.C 20.I.V 20.K.C 20.A.V 20.P.C 20.E.V	2.0 1.5 1.75 1.3 1.75 0.8	tɨːkʷape	0	3022
241	utoaztecan-Tubatulabel-88_rain-1	utoaztecan-Tubatulabel	RAIN (PRECIPITATION)	rain	taŋ	taŋ	t a ŋ	utoaztecan-88_rain-15	189	1 7 4	AXN	TAN	36	36.T.C 36.A.V 36.N.c	2.0 1.5 0.8	taŋ	0	3038
242	utoaztecan-Tubatulabel-88_rain-2	utoaztecan-Tubatulabel	RAIN (PRECIPITATION)	rain	andaŋ	andaŋ	a n d a ŋ	utoaztecan-88_rain-6	190	7 4 1 7 4	XMBYN	ANTAN	36	36.A.V 36.N.c 36.T.C 36.A.V 36.N.c	1.5 1.1 1.75 1.3 0.8	andaŋ	0	3038
386	utoaztecan-Serrano-88_rain-1	utoaztecan-Serrano	RAIN (PRECIPITATION)	rain	wòòŋ-t	wòòŋ-t	w oː ŋ + t	utoaztecan-88_rain-2	274	6 7 4 9 1	AXN_A	WUN_T	29	29.W.C 29.U.V 29.N.c 29._._ 29.T.C	2.0 1.5 0.8 0.0 2.0	woːŋ+t	0	3019
509	utoaztecan-Cahuilla-88_rain-1	utoaztecan-Cahuilla	RAIN (PRECIPITATION)	rain	wéwn-iš	wéwn-iš	w e w n + i ʃ		335	6 7 6 4 9 7 3	AXLN_XN	WEWN_IS	3	3.W.C 3.E.V 3.W.c 3.N.c 3._._ 3.I.V 3.S.c	2.0 1.5 1.1 0.8 0.0 1.5 0.8	wewn+iʃ	0	3005
